date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
22:10:41	17741/17741	---M-Z	200	added ('OK')	application/javascript	etag:%22608211f-454d-5d8ec3542b940-gzip%22	https://marielunderground.com/wp-content/themes/salient/js/build/third-party/anime.min.js?ver=1654814882	/home/yash/websites/work/marielunderground.com/wp-content/themes/salient/js/build/third-party/anime.min4b3b.js	(from https://marielunderground.com/)
22:10:46	5692/5692	---M-Z	200	added ('OK')	application/javascript	etag:%226082136-163c-5d8ec3542b940-gzip%22	https://marielunderground.com/wp-content/themes/salient/js/build/third-party/superfish.js?ver=1654814882	/home/yash/websites/work/marielunderground.com/wp-content/themes/salient/js/build/third-party/superfish4b3b.js	(from https://marielunderground.com/)
22:10:58	9375/9375	---M-Z	200	added ('OK')	application/javascript	etag:%225f608aa-249f-5d8ec37d2da00-gzip%22	https://marielunderground.com/wp-content/plugins/salient-core/js/third-party/touchswipe.min.js?ver=1.0	/home/yash/websites/work/marielunderground.com/wp-content/plugins/salient-core/js/third-party/touchswipe.min5152.js	(from https://marielunderground.com/)
22:11:09	2979/2979	---M-Z	200	added ('OK')	application/javascript	etag:%2251a2a15-ba3-5cfc11ea01a40-gzip%22	https://marielunderground.com/wp-includes/js/comment-reply.min.js?ver=5.9.9	/home/yash/websites/work/marielunderground.com/wp-includes/js/comment-reply.min4dc9.js	(from https://marielunderground.com/)
22:11:20	28407/28407	---M-Z	200	added ('OK')	application/javascript	etag:%225983033-6ef7-5d8ec37d2da00-gzip%22	https://marielunderground.com/wp-content/plugins/js_composer_salient/assets/js/dist/js_composer_front.min.js?ver=6.7.1	/home/yash/websites/work/marielunderground.com/wp-content/plugins/js_composer_salient/assets/js/dist/js_composer_front.min9704.js	(from https://marielunderground.com/)
22:11:23	343460/343460	---MCZ	200	added ('OK')	application/javascript	etag:%226082115-53da4-5d8ec3542b940-gzip%22	https://marielunderground.com/wp-content/themes/salient/js/build/init.js?ver=1654814882	/home/yash/websites/work/marielunderground.com/wp-content/themes/salient/js/build/init4b3b.js	(from https://marielunderground.com/)
22:11:23	51/51	---MCZ	200	added ('OK')	text/plain	date:Wed,%2006%20Mar%202024%2016:41:20%20GMT	http://fonts.googleapis.com/robots.txt		(from https://marielunderground.com/)
22:11:25	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Wed,%2006%20Mar%202024%2016:41:23%20GMT	http://s.w.org/robots.txt		(from https://marielunderground.com/)
22:12:15	51/51	---MCZ	200	added ('OK')	text/plain	date:Wed,%2006%20Mar%202024%2016:41:25%20GMT	https://fonts.googleapis.com/robots.txt		(from https://marielunderground.com/)
22:15:51	8498503/8498503	---M--	200	added ('OK')	application/pdf	etag:%2265e065b-81ad47-60fa17781d49c%22	http://marielunderground.com/wp-content/uploads/2024/01/Underground-Bottle-Menu.pdf	/home/yash/websites/work/marielunderground.com/wp-content/uploads/2024/01/Underground-Bottle-Menu.pdf	(from https://marielunderground.com/)
22:16:42	10330607/10330607	UR-M--	200	added ('Partial%20Content')	video/webm	etag:%2264c1941-9da1ef-5d96ba0335500%22	https://marielunderground.com/wp-content/uploads/2022/03/Underground.webm	/home/yash/websites/work/marielunderground.com/wp-content/uploads/2022/03/Underground.webm	(from https://marielunderground.com/)
22:17:19	16612672/16612672	---M--	200	added ('OK')	video/mp4	etag:%2264c183d-fd7d40-5d8ec5b49d4c0%22	https://marielunderground.com/wp-content/uploads/2022/02/Underground.mp4	/home/yash/websites/work/marielunderground.com/wp-content/uploads/2022/02/Underground.mp4	(from https://marielunderground.com/)
22:17:21	10453/10453	---MC-	200	added ('OK')	application/json	date:Wed,%2006%20Mar%202024%2016:47:20%20GMT	https://marielunderground.com/wp-json/wp/v2/pages/6546	/home/yash/websites/work/marielunderground.com/wp-json/wp/v2/pages/6546.json	(from https://marielunderground.com/reservations-2/)
22:17:21	758/758	---M-Z	200	added ('OK')	application/rss+xml	etag:%225c490ebabd96b8a6a4686aeb604d85ad-gzip%22	https://marielunderground.com/reservations-2/feed/	/home/yash/websites/work/marielunderground.com/reservations-2/feed/index.html	(from https://marielunderground.com/reservations-2/)
22:17:22	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2006%20Mar%202024%2016:47:22%20GMT	https://marielunderground.com/?p=6546	/home/yash/websites/work/marielunderground.com/indexf1ec.html	(from https://marielunderground.com/reservations-2/)
22:17:23	2498/2498	---MC-	200	added ('OK')	application/json	date:Wed,%2006%20Mar%202024%2016:47:22%20GMT	https://marielunderground.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fmarielunderground.com%2Freservations-2%2F	/home/yash/websites/work/marielunderground.com/wp-json/oembed/1.0/embed6a53.json	(from https://marielunderground.com/reservations-2/)
22:17:23	2567/2567	---M-Z	200	added ('OK')	text/xml	date:Wed,%2006%20Mar%202024%2016:47:23%20GMT	https://marielunderground.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fmarielunderground.com%2Freservations-2%2F&format=xml	/home/yash/websites/work/marielunderground.com/wp-json/oembed/1.0/embedd606	(from https://marielunderground.com/reservations-2/)
22:17:24	6614/6614	---M-Z	200	added ('OK')	application/javascript	etag:%226082135-19d6-5d8ec3542b940-gzip%22	https://marielunderground.com/wp-content/themes/salient/js/build/third-party/stickkit.js?ver=1654814882	/home/yash/websites/work/marielunderground.com/wp-content/themes/salient/js/build/third-party/stickkit4b3b.js	(from https://marielunderground.com/reservations-2/)
22:17:27	161935/-1	---M--	200	added ('OK')	application/json	date:Wed,%2006%20Mar%202024%2016:47:25%20GMT	https://marielunderground.com/wp-json/	/home/yash/websites/work/marielunderground.com/wp-json/index.html	(from https://marielunderground.com/)
22:17:29	21834/21834	UR-MC-	200	added ('OK')	application/json	date:Wed,%2006%20Mar%202024%2016:47:26%20GMT	https://marielunderground.com/wp-json/wp/v2/pages/6453	/home/yash/websites/work/marielunderground.com/wp-json/wp/v2/pages/6453.json	(from https://marielunderground.com/)
22:17:29	0/0	UR-MC-	301	error ('Moved%20Permanently')	text/html	date:Wed,%2006%20Mar%202024%2016:47:25%20GMT	https://marielunderground.com/wp-includes/js/jquery/jquery.min.js?ver=3.6.0	/home/yash/websites/work/marielunderground.com/wp-includes/js/jquery/jquery.minaf6c.js	(from https://marielunderground.com/)
22:17:29	0/0	UR-MC-	301	error ('Moved%20Permanently')	text/html	date:Wed,%2006%20Mar%202024%2016:47:28%20GMT	https://marielunderground.com//wp-content/uploads/2022/03/UG-Logo-Stack.png	/home/yash/websites/work/marielunderground.com/wp-content/uploads/2022/03/UG-Logo-Stack.png	(from https://marielunderground.com/)
22:17:29	2394/2394	UR-MC-	200	added ('OK')	application/json	date:Wed,%2006%20Mar%202024%2016:47:26%20GMT	https://marielunderground.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fmarielunderground.com%2F	/home/yash/websites/work/marielunderground.com/wp-json/oembed/1.0/embed007c.json	(from https://marielunderground.com/)
22:17:32	393944/393944	URF---	200	added ('OK%20(cached)')	application/x-javascript		https://venues.tablelistpro.com/widgets/embedded/tablelist-widgets-core.min.js	/home/yash/websites/work/venues.tablelistpro.com/widgets/embedded/embed.js	(from https://marielunderground.com/)
22:17:41	50738/50738	UR-MC-	404	error ('Not%20Found')	text/html	date:Wed,%2006%20Mar%202024%2016:47:31%20GMT	http://marielunderground.com/wp-content/uploads/2022/03/underground-01-scaled.jpg	/home/yash/websites/work/marielunderground.com/wp-content/uploads/2022/03/underground-01-scaled.jpg	(from https://marielunderground.com/)
22:17:41	50738/50738	UR-MC-	404	error ('Not%20Found')	text/html	date:Wed,%2006%20Mar%202024%2016:47:31%20GMT	http://marielunderground.com/wp-content/uploads/2024/02/Underground-Dinner-Menu.pdf	/home/yash/websites/work/marielunderground.com/wp-content/uploads/2024/02/Underground-Dinner-Menu.pdf	(from https://marielunderground.com/)
22:17:41	165742/165742	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%226081cf3-2876e-5d8ec3542b940%22	https://marielunderground.com/wp-content/themes/salient/css/fonts/fontawesome-webfont.eot?v=4.2	/home/yash/websites/work/marielunderground.com/wp-content/themes/salient/css/fonts/fontawesome-webfont3ea6.eot	(from https://marielunderground.com/wp-content/themes/salient/css/font-awesome-legacy.min.css?ver=1654814882)
22:17:47	165742/165742	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%226081cf3-2876e-5d8ec3542b940%22	https://marielunderground.com/wp-content/themes/salient/css/fonts/fontawesome-webfont.eot?	/home/yash/websites/work/marielunderground.com/wp-content/themes/salient/css/fonts/fontawesome-webfontd41d.eot	(from https://marielunderground.com/wp-content/themes/salient/css/font-awesome-legacy.min.css?ver=1654814882)
22:17:56	50738/50738	UR-MC-	404	error ('Not%20Found')	text/html	date:Wed,%2006%20Mar%202024%2016:47:42%20GMT	http://marielunderground.com/wp-content/uploads/2024/01/Underground-Bottle-Menu.pdf	/home/yash/websites/work/marielunderground.com/wp-content/uploads/2024/01/Underground-Bottle-Menu.pdf	(from https://marielunderground.com/)
22:17:56	98024/98024	---M--	200	added ('OK')	font/woff	etag:%226081cf6-17ee8-5d8ec3542b940%22	https://marielunderground.com/wp-content/themes/salient/css/fonts/fontawesome-webfont.woff?v=4.2	/home/yash/websites/work/marielunderground.com/wp-content/themes/salient/css/fonts/fontawesome-webfont3ea6.woff	(from https://marielunderground.com/wp-content/themes/salient/css/font-awesome-legacy.min.css?ver=1654814882)
22:17:56	50781/50781	UR-MC-	404	error ('Not%20Found')	text/html	date:Wed,%2006%20Mar%202024%2016:47:42%20GMT	https://marielunderground.com/wp-content/uploads/2022/02/Food.jpg	/home/yash/websites/work/marielunderground.com/wp-content/uploads/2022/02/Food.jpg	(from https://marielunderground.com/)
22:17:58	444379/444379	---M--	200	added ('OK')	image/svg+xml	etag:%226081cf4-6c7db-5d8ec3542b940%22	https://marielunderground.com/wp-content/themes/salient/css/fonts/fontawesome-webfont.svg	/home/yash/websites/work/marielunderground.com/wp-content/themes/salient/css/fonts/fontawesome-webfont.svg	(from https://marielunderground.com/wp-content/themes/salient/css/font-awesome-legacy.min.css?ver=1654814882)
22:18:01	50781/50781	UR-MC-	404	error ('Not%20Found')	text/html	date:Wed,%2006%20Mar%202024%2016:47:57%20GMT	https://marielunderground.com/wp-content/uploads/2022/03/2058_002-scaled.jpg	/home/yash/websites/work/marielunderground.com/wp-content/uploads/2022/03/2058_002-scaled.jpg	(from https://marielunderground.com/)
